이벤트발생일,수분7,수분8,수분9,수분10
2023-02-28 02:07:18,18.2,0,12.9,6.8
2023-02-28 02:38:31,18.1,0,12.7,6.8
2023-02-28 03:10:18,17.8,0,12.6,6.3
2023-02-28 03:41:19,17.9,0,11.9,5.8
2023-02-28 04:12:19,18,0,11.9,6.3
2023-02-28 04:43:31,17.9,0,11.9,6.3
2023-02-28 05:15:30,17.3,0,11.6,5.8
2023-02-28 05:47:17,17.4,0,11.8,6.5
2023-02-28 06:18:18,17.3,0,11.4,5.8
2023-02-28 06:49:18,17.7,0,11.8,6.1
2023-02-28 07:20:17,17.1,0,11.8,6.4
2023-02-28 07:51:17,17.7,0,12.1,6.4
2023-02-28 08:22:18,18.5,0,12.9,6.5
2023-02-28 08:53:18,18,1.1,13.3,7.8
2023-02-28 09:24:17,19.4,2.5,14.5,8.5
2023-02-28 09:55:17,20.6,5.1,16.1,10.8
2023-02-28 10:26:17,21.5,6.3,17.1,12.1
2023-02-28 10:57:17,22.4,6.5,17.5,13.1
2023-02-28 11:28:16,22.9,7,18.1,13.6
2023-02-28 11:59:17,22.9,7.5,18.5,14.1
2023-02-28 12:30:17,22.9,7.2,18.2,14
2023-02-28 13:01:16,22.5,6.8,18.1,14
2023-02-28 13:32:16,22.9,8,18.7,15
2023-02-28 14:03:15,23.1,8.1,18.8,15
2023-02-28 14:34:16,22.8,7.8,18.7,14.8
2023-02-28 15:05:16,22.7,7.3,18.6,14.3
2023-02-28 15:36:28,22.7,7.3,18.5,14
2023-02-28 16:08:15,22.1,6.8,18.3,13.6
2023-02-28 16:39:15,22,6.7,18.2,13.6
2023-02-28 17:10:27,22,6.1,17.5,13.1
2023-02-28 17:42:14,20.4,4.9,17.1,12.1
2023-02-28 18:13:28,19.6,4.2,16,10.9
2023-02-28 18:45:15,20.3,3.2,15.3,9.9
2023-02-28 19:16:27,19.9,2.1,15,9.4
2023-02-28 19:48:15,19.6,0.9,13.8,8.6
2023-02-28 20:19:14,18,1.1,13.1,7.8
2023-02-28 20:50:13,19.9,0.6,13.6,8
2023-02-28 21:21:26,19.5,1.8,14.3,8.9
2023-02-28 21:53:13,19.7,2.1,14.8,8.9
2023-02-28 22:24:14,19,2.1,14.8,9.1
2023-02-28 22:55:14,20.3,2.5,15.2,9.1
2023-02-28 23:26:14,20.1,3,14.8,9.1
2023-02-28 23:57:13,19.5,2.7,15.3,9.3
2023-03-01 00:28:13,20,3,15.3,9.1
2023-03-01 00:59:13,20.4,2.8,15,9.4
2023-03-01 01:30:12,20.4,2.5,15.2,9.3
2023-03-01 02:01:13,20.6,2.7,15,9.3
2023-03-01 02:32:13,20.2,2.8,14.8,9.3
2023-03-01 03:03:25,20,2.8,15,9.1
2023-03-01 03:35:12,20.2,2.1,14.5,9.1
2023-03-01 04:06:12,19.5,2.5,14.5,8.9
2023-03-01 04:37:11,19,3,14.8,9.3
2023-03-01 05:08:12,20.1,3,15,9.3
2023-03-01 05:39:12,18.9,3,15.2,9.1
2023-03-01 06:10:12,18.6,2.7,14.3,8.9
2023-03-01 06:41:11,19.5,2.3,14.5,9.1
2023-03-01 07:12:11,18.7,2.5,14.3,8.9
2023-03-01 07:43:11,19.6,1.9,14.5,8.8
2023-03-01 08:14:10,19,3.2,15.5,9.3
2023-03-01 08:45:11,20.6,4.2,15.6,10.5
2023-03-01 09:16:11,20,4.4,16.2,10.7
2023-03-01 09:47:10,21.4,4.9,16.6,11.6
2023-03-01 10:18:11,22,5.4,17.1,11.9
2023-03-01 10:49:10,22.2,5.8,17.3,12.7
2023-03-01 11:20:10,22.2,6.5,17.8,13.3
2023-03-01 11:51:09,22.9,7,18.1,13.8
2023-03-01 12:22:10,22.4,6.7,18,13.8
2023-03-01 12:53:10,22.7,7,18,13.8
2023-03-01 13:24:18,21.8,6.3,17.5,13.3
2023-03-01 13:55:10,21.4,5.7,17.5,13.1
2023-03-01 14:26:08,21.1,5.7,17.4,12.9
2023-03-01 14:57:08,22,5.8,17.4,13.1
2023-03-01 15:28:09,20.9,5.2,16.8,12.6
2023-03-01 15:59:09,20.3,4.6,16.8,11.9
2023-03-01 16:30:09,21.1,5.2,17.1,12.3
2023-03-01 17:01:08,21.2,5.1,16.6,11.9
2023-03-01 17:32:08,20.7,4.1,16.2,11.3
2023-03-01 18:03:08,19.7,3.9,15.5,10.5
2023-03-01 18:34:08,19.7,2.1,14.5,9.3
2023-03-01 19:05:08,18.8,1.8,14.3,8.9
2023-03-01 19:36:07,19.7,1.1,13.3,8.5
2023-03-01 20:07:07,18.1,0.4,13.1,7.6
2023-03-01 21:10:20,17.5,0,11.4,6.4
2023-03-01 21:42:07,17.9,0,11.3,6.4
2023-03-01 22:13:07,17.5,0,11.2,6.4
2023-03-01 22:44:07,17.7,0,10.8,5.8
2023-03-01 23:15:06,17.5,0,11.3,6.3
2023-03-01 23:46:07,17.8,0,11.8,6.5
2023-03-02 00:17:07,18,0,12.6,6.8
2023-03-02 00:48:07,18.5,0.6,13.1,7.3
2023-03-02 01:19:06,18.5,0.4,13.1,7
2023-03-02 01:50:05,18,0,11.9,6.4
2023-03-02 02:21:06,17.5,0,11.6,5.8
2023-03-02 02:52:06,17.7,0,11.8,6.3
2023-03-02 03:23:18,18.2,0,12.3,6.4
2023-03-02 03:55:05,17.9,0,12.6,6.7
2023-03-02 04:26:18,18.7,0,11.8,6.7
2023-03-02 04:58:06,17.7,0,11.9,6.1
2023-03-02 05:29:04,17.4,0,11.6,5.7
2023-03-02 06:00:04,17.4,0,10.9,5.4
2023-03-02 06:31:05,16.6,0,10.7,5.4
2023-03-02 07:02:17,16.6,0,10.3,5.1
2023-03-02 07:34:04,16.8,0,10.9,5.8
2023-03-02 08:05:04,18.2,1.1,12.7,7.6
2023-03-02 08:36:05,18.3,3.2,14.1,8.9
2023-03-02 09:07:17,19.4,4.2,15.3,9.6
2023-03-02 09:39:03,20.1,4.1,15.5,10.3
2023-03-02 10:10:04,20.7,4.8,16.1,10.9
2023-03-02 10:41:04,21,5.2,16.5,11.3
2023-03-02 11:12:04,21.4,5.8,16.8,11.8
2023-03-02 11:43:16,21.9,6.4,17.3,12.3
2023-03-02 12:15:04,22,6.7,17.5,12.3
2023-03-02 12:46:03,22.4,6.8,17.5,12.6
2023-03-02 13:17:03,22,7.2,17.8,13.3
2023-03-02 13:48:15,21.8,6.3,17.4,12.7
2023-03-02 14:20:03,21.2,5.6,17,12.3
2023-03-02 14:51:15,21.1,5.6,17.1,11.9
2023-03-02 15:23:02,20.6,5.4,17,11.8
2023-03-02 15:54:16,20.6,5.1,17,11.8
2023-03-02 16:26:02,20.3,4.9,16.2,11.2
2023-03-02 16:57:02,20.4,4.1,15.6,10.8
2023-03-02 17:28:01,20,3.6,14.5,9.9
2023-03-02 17:59:02,18.6,2.7,13.6,8.9
2023-03-02 18:30:02,17.7,1.2,12.9,7.8
2023-03-02 19:01:02,17.5,0.6,13.1,7.5
2023-03-02 19:32:02,18.8,0.2,12.7,7.5
2023-03-02 20:03:00,18.6,0.4,11.9,7
2023-03-02 20:34:01,17.7,0,11.3,6.3
2023-03-02 21:05:01,16.8,0,10.7,5.8
2023-03-02 21:36:01,17.5,0,10.5,5.4
2023-03-02 22:07:00,16.6,0,10.1,4.9
2023-03-02 22:38:01,16.2,0,9.6,4.8
2023-03-02 23:09:01,16.6,0,9.4,4.5
2023-03-02 23:40:13,17.1,0,9.4,4.6
2023-03-03 00:12:12,16.8,0,9.3,4.3
2023-03-03 00:44:12,16.2,0,9.3,4.3
2023-03-03 01:16:12,16.1,0,8.9,4.1
2023-03-03 01:47:59,15.5,0,8.9,4.3
2023-03-03 02:18:59,15.3,0,8.9,4.1
2023-03-03 02:50:00,16.2,0,9.1,4.3
2023-03-03 03:21:00,16.2,0,9.3,4.1
2023-03-03 03:52:12,16.1,0,8.9,4.1
2023-03-03 04:24:00,16.5,0,9.1,4.1
2023-03-03 04:55:11,16.2,0,8.8,4.1
2023-03-03 05:27:12,16.1,0,8.8,4.1
2023-03-03 05:58:59,15.6,0,8.8,4.4
2023-03-03 06:29:58,14.8,0,8.6,4.4
2023-03-03 07:01:11,15.2,0,8.5,4.4
2023-03-03 07:33:11,15.6,0,8.9,4.3
2023-03-03 08:04:59,17.1,0,10.7,6.4
2023-03-03 08:35:59,18.6,2.5,12.7,8.5
2023-03-03 09:06:59,19.4,4.4,14.3,9.4
2023-03-03 09:37:57,20.2,4.6,15.5,10.5
2023-03-03 10:08:58,20.9,5.4,16.1,11.3
2023-03-03 10:39:58,21.1,5.8,16.8,11.9
2023-03-03 11:10:58,21.5,6.4,17.1,12.7
2023-03-03 11:41:57,22.2,6.7,17.5,13.1
2023-03-03 12:13:04,22.4,7,17.7,13.3
2023-03-03 12:43:58,22.7,7.3,17.8,13.8
2023-03-03 13:14:57,22.1,7.5,17.9,13.8
2023-03-03 13:45:57,22.4,7.6,17.9,13.6
2023-03-03 14:16:56,22.2,7.3,17.9,13.8
2023-03-03 14:47:57,22.4,7.2,17.9,13.3
2023-03-03 15:19:09,21.4,6.7,17.5,13.1
2023-03-03 16:53:09,20.6,4.9,16,11.3
2023-03-03 17:24:56,19,4.1,15.2,10.7
2023-03-03 17:55:55,18.7,3.4,14,9.8
2023-03-03 18:26:55,17.7,2.1,13.3,8.9
2023-03-03 18:57:56,18.2,1.1,13.1,8
2023-03-03 19:28:56,19.5,0.9,12.9,8.1
2023-03-03 20:30:54,18.6,0,11.9,7
2023-03-03 21:01:55,17.9,0,11.8,7
2023-03-03 21:32:55,17.5,0,11.6,6.8
2023-03-03 22:03:55,17,0,11.2,6.4
2023-03-03 22:34:54,17.1,0,10.9,6.3
2023-03-03 23:06:07,17.5,0,10.8,5.8
2023-03-03 23:38:07,16.8,0,10.8,5.7
2023-03-04 00:09:54,17,0,10.3,5.6
2023-03-04 00:40:54,17.1,0,10.5,5.6
2023-03-04 01:11:53,17.3,0,10.5,5.7
2023-03-04 01:42:53,17.3,0,10.3,5.6
2023-03-04 02:13:54,16.6,0,10.5,5.7
2023-03-04 02:44:54,17,0,10.3,5.2
2023-03-04 03:15:53,16.8,0,9.9,5.4
2023-03-04 03:46:54,16.8,0,10.1,5.2
2023-03-04 04:17:53,17.1,0,10.1,5.4
2023-03-04 04:48:52,17.5,0,10.5,5.4
2023-03-04 05:19:53,16.5,0,9.9,5.4
2023-03-04 05:50:53,16.5,0,10.1,5.4
2023-03-04 06:22:05,15.8,0,10.1,5.6
2023-03-04 06:53:53,16.2,0,10.5,5.2
2023-03-04 07:24:53,17.3,0,10.7,5.4
2023-03-04 07:55:52,17.1,0,11.3,6.4
2023-03-04 08:26:52,18.3,1.1,12.3,7.5
2023-03-04 08:57:52,18.7,3,13.8,8.8
2023-03-04 09:28:52,20.1,4.1,14.8,9.9
2023-03-04 09:59:51,20.1,4.6,15.5,10.5
2023-03-04 10:30:51,21.1,5.7,16.1,11.4
2023-03-04 11:01:52,22,6.8,17.1,12.7
2023-03-04 11:32:52,22.1,7.5,17.5,13.3
2023-03-04 12:03:51,23.1,8,18,14
2023-03-04 12:35:03,22.7,8.1,18,13.8
2023-03-04 13:06:51,22.1,7.8,17.7,13.6
2023-03-04 13:37:51,22.1,7.8,18,13.8
2023-03-04 14:09:03,22.2,8.4,18.1,14
2023-03-04 14:41:03,22.2,7.6,18,13.6
2023-03-04 15:12:50,22.7,8,18.2,14.3
2023-03-04 15:43:49,21.5,7.5,17.9,13.8
2023-03-04 17:16:50,20.3,5.4,16.5,12.3
2023-03-04 17:47:50,20.4,4.5,15.5,11.6
2023-03-04 19:20:49,19.4,1.7,13.6,8.6
2023-03-04 19:51:49,19.7,0.9,12.7,8
2023-03-04 20:22:48,18.5,0,12.1,7.6
2023-03-04 20:53:49,18,0,11.8,7.2
2023-03-04 21:24:49,18.1,0.2,11.8,7.3
2023-03-04 21:55:48,18.2,0,11.2,6.4
2023-03-04 22:26:48,17.5,0,10.9,6.4
2023-03-04 22:57:48,17.5,0,10.7,6.1
2023-03-04 23:28:48,17.4,0,10.3,5.8
2023-03-04 23:59:47,16.8,0,10.1,5.6
2023-03-05 00:30:48,17.3,0,10.5,5.7
2023-03-05 01:01:48,17.4,0,9.8,5.1
2023-03-05 01:32:48,17.3,0,9.9,5.4
2023-03-05 02:03:47,17.5,0,9.8,4.9
2023-03-05 02:34:48,16,0,9.8,5.1
2023-03-05 03:05:47,16.2,0,9.8,4.8
2023-03-05 03:36:46,16,0,9.8,4.8
2023-03-05 04:07:59,17,0,9.8,4.9
2023-03-05 04:39:46,16.6,0,9.8,5.1
2023-03-05 05:11:00,17.1,0,9.8,4.8
2023-03-05 05:42:47,17.5,0,9.8,5.1
2023-03-05 06:13:46,17,0,9.4,4.9
2023-03-05 06:44:47,16.2,0,9.4,4.6
2023-03-05 07:15:46,15.5,0,9.8,4.9
2023-03-05 07:46:46,16.1,0,10.3,5.8
2023-03-05 08:17:58,18.1,1.1,11.6,6.8
2023-03-05 08:49:46,19.5,3,13.3,8.5
2023-03-05 09:20:58,19.6,4.1,15,9.9
2023-03-05 09:52:46,20.3,5.2,15.5,10.8
2023-03-05 10:23:46,27.4,26.4,28.8,31.1
2023-03-05 10:54:45,27.9,27.5,30.1,33.1
2023-03-05 11:25:45,28.5,28.6,31.1,34.7
2023-03-05 11:56:45,29.7,28.6,32,35.1
2023-03-05 12:27:45,29.7,30,32.3,35.3
2023-03-05 13:29:45,28.5,29.4,32.5,35.5
2023-03-05 14:00:45,28.6,29.8,32.7,35.5
2023-03-05 14:31:44,28.3,30,32.5,36
2023-03-05 15:02:43,28.3,29.4,32.7,35.3
2023-03-05 15:33:56,27.7,28.9,32,34.5
2023-03-05 16:36:44,26.3,27.4,30.4,32.5
2023-03-05 17:07:43,25.2,26.4,30,31.5
2023-03-05 17:38:43,26.2,25.6,29.7,31.1
2023-03-05 18:09:44,23.8,25.1,28.5,30.2
2023-03-05 18:40:43,23.2,23.2,27.9,27.5
2023-03-05 19:11:43,23.8,23.7,27,27.3
2023-03-05 20:13:43,24.2,23.3,26,27
2023-03-05 20:44:43,24.4,22.7,25.8,26
2023-03-05 21:15:42,23.6,22.6,25.6,26
2023-03-05 21:46:42,23.4,21.5,25.6,26.8
2023-03-05 22:49:41,22.9,21.9,25.1,25.6
2023-03-05 23:20:42,22.9,21.8,25,25.5
2023-03-05 23:51:42,22.5,21,24.7,23.6
2023-03-06 00:22:49,22.8,22.1,24.6,24.4
2023-03-06 00:53:42,22.7,20.7,24.7,24.2
2023-03-06 01:24:42,22.6,20.8,24.8,24.2
2023-03-06 01:55:40,22.5,20.4,24.4,24.4
2023-03-06 02:26:53,22.8,20.9,24.4,24.2
2023-03-06 02:58:41,23.1,21.4,23.8,23.7
2023-03-06 03:29:54,22.7,21,24.3,23.8
2023-03-06 04:01:41,22.6,20.9,24.3,25.5
2023-03-06 04:32:40,21.8,21.4,23.8,23.4
2023-03-06 05:03:41,23.4,20.9,24.2,23.8
2023-03-06 05:34:41,22.6,20.6,23.6,25.9
2023-03-06 06:05:39,20.7,21,23.4,25.6
2023-03-06 06:36:40,21.8,20,23.8,24.3
2023-03-06 07:07:40,22.1,20.4,23.6,23.4
2023-03-06 08:09:39,24.4,21.9,26.3,27.7
2023-03-06 08:40:40,25.1,24.3,27.9,28.8
2023-03-06 09:11:40,26.4,25.6,28.9,31.1
2023-03-06 09:42:39,27.4,26.9,29.7,33.1
2023-03-06 10:13:39,28.2,27.7,30.4,34.1
2023-03-06 10:44:39,28.4,28.8,31.1,35.3
2023-03-06 11:15:39,28.9,29.3,31.3,35.1
2023-03-06 11:46:38,29.4,29.7,31.5,35.1
2023-03-06 12:17:51,29.6,29.7,32,35.5
2023-03-06 12:49:39,29.7,30.1,32.2,36
2023-03-06 13:20:39,27.5,29.7,32.2,35.1
2023-03-06 13:51:50,27.7,30,32.3,35.6
2023-03-06 14:23:38,27.8,29.6,32.4,35.1
2023-03-06 14:54:45,27.8,29.7,32.3,35.1
2023-03-06 15:25:38,27.7,29.3,32.4,35.3
2023-03-06 15:56:37,27.5,28.8,32,34.7
2023-03-06 16:58:38,25.9,28.2,31.1,33.4
