이벤트발생일,수분1,수분2,수분3,수분4,수분5,수분6
2023-01-19 10:00:43,27.4,22.5,99.9,27.8,22.7,27.8
2023-01-19 10:58:35,29.4,24.8,99.9,30.2,25.6,30.7
2023-01-19 11:30:19,29.8,25.8,99.9,31.4,27.3,30.1
2023-01-19 12:03:29,30.7,27,99.9,32.3,27.9,30.7
2023-01-19 12:33:19,31.4,27.7,99.9,33.3,28.1,30.7
2023-01-19 13:06:24,32.4,27.9,99.9,33.8,28.4,31.1
2023-01-19 13:38:22,31.4,26.4,99.9,34.1,27.8,30.9
2023-01-19 14:08:19,32.5,27.5,99.9,35.8,28.1,30.7
2023-01-19 14:39:24,32.5,28.2,99.9,36.8,28.2,31.5
2023-01-19 15:11:41,32.5,27.9,99.9,36.8,28.3,31.3
2023-01-19 15:45:22,32.2,27.3,99.9,36.4,27.8,30.7
2023-01-19 16:17:22,31.4,26.3,99.9,34.7,27.8,31.1
2023-01-19 16:47:36,31.1,25.8,99.9,33.7,27.4,30.4
2023-01-19 17:19:18,28.8,25.2,99.9,33.6,26.4,29.6
2023-01-19 17:50:23,30.2,24.3,99.9,33.3,26.3,29.3
2023-01-19 18:22:18,28.2,24.6,99.9,32.9,26.2,29.3
2023-01-19 18:53:18,29.7,23.8,99.9,35.6,26.4,30
2023-01-19 19:24:18,29.3,24.6,99.9,34.9,26.2,29.7
2023-01-19 19:55:18,27.7,24.7,99.9,34.9,26.2,31.3
2023-01-19 20:26:30,27.9,24.7,99.9,35.8,26.2,29.7
2023-01-19 20:58:17,28.3,25.2,99.9,33.7,26.2,31.1
2023-01-19 21:29:17,28.9,24.9,99.9,34.9,27.2,29.7
2023-01-19 22:00:17,28.4,25.2,99.9,34.7,26.8,30.1
2023-01-19 22:31:16,27.7,25.5,99.9,34.7,26.9,32
2023-01-19 23:02:17,29.7,25.1,99.9,33.6,26.9,29.7
2023-01-19 23:33:16,29.6,24.8,99.9,34.7,26.2,30.6
2023-01-20 00:04:16,28.2,25.6,99.9,33.7,26.3,30.4
2023-01-20 00:35:17,28.2,24.9,99.9,34.7,26.2,30.6
2023-01-20 01:06:16,28.2,25.6,99.9,33.7,26.4,30.4
2023-01-20 01:37:28,28.2,25.4,99.9,33.7,26.9,30.4
2023-01-20 02:09:16,28.8,25.2,99.9,33.8,26.2,30.2
2023-01-20 02:40:20,28.2,25.4,99.9,34.7,26.8,31.1
2023-01-20 03:12:16,28.2,25.6,99.9,33.1,27.5,32.2
2023-01-20 03:43:15,29.6,24.8,99.9,34,27.4,30.9
2023-01-20 04:14:28,29.6,25,99.9,33.7,27.5,31.1
2023-01-20 04:46:15,29.3,24.8,99.9,33.6,26.9,30.6
2023-01-20 05:17:15,28.9,25,99.9,33.7,27.7,30
2023-01-20 05:48:14,28.3,25,99.9,33.6,26.9,32.1
2023-01-20 06:19:14,28.1,24.9,99.9,31.5,27.2,28.8
2023-01-20 06:50:14,28.2,25,99.9,30.7,27.5,31.1
2023-01-20 07:21:15,27.7,25.4,99.9,30.7,27.5,28.9
2023-01-20 07:52:14,27.9,25,99.9,30.2,26.9,31.5
2023-01-20 08:23:14,29.4,24.4,99.9,30.4,27,28.6
2023-01-20 08:54:14,28.9,25.4,99.9,30.4,28.2,32.1
2023-01-20 09:25:26,28.6,25.6,99.9,30.4,27.9,32.7
2023-01-20 09:57:13,28.5,25.8,99.9,30.4,27.8,30
2023-01-20 10:28:13,29.8,25.4,99.9,30.7,28.1,30
2023-01-20 10:59:14,30.4,26.3,99.9,31.4,28.6,31.1
2023-01-20 11:30:14,30.7,25.9,99.9,32.3,28.5,30.7
2023-01-20 12:01:13,30.7,26.8,99.9,33.7,29.4,30.9
2023-01-20 12:32:13,30.7,26.2,99.9,34.1,29.4,30.7
2023-01-20 13:03:13,30.7,27.4,99.9,32.7,28.6,30.6
2023-01-20 13:34:13,30.7,26.3,99.9,32.4,28.9,30.4
2023-01-20 14:05:13,30.7,26.3,99.9,32,28.6,30.4
2023-01-20 14:36:25,30.4,26.8,99.9,31.4,28.8,30.7
2023-01-20 15:08:12,30.6,25.9,99.9,31.1,28.9,30.1
2023-01-20 15:39:11,30.9,26.3,99.9,31.1,28.8,30.1
2023-01-20 16:10:12,29.7,25.8,99.9,30.4,28.5,30.6
2023-01-20 16:41:11,28.9,25.8,99.9,28.9,28.2,30.4
2023-01-20 17:12:36,27.9,24.3,99.9,28.4,27.9,29.6
2023-01-20 18:14:11,26,23.4,99.9,25.9,27,30.2
2023-01-20 18:45:11,26.8,24.9,99.9,30.6,28.2,30.4
2023-01-20 19:16:11,26,24.7,99.9,30,27.7,31.3
2023-01-20 19:47:10,27.8,23.4,99.9,30,27.3,31.3
2023-01-20 20:18:11,25.8,23.8,99.9,30.2,27.3,29.6
2023-01-20 21:20:11,26.2,21.9,19.5,29.6,26.8,29.7
2023-01-20 21:51:11,25.9,20.6,18.7,29.6,25.6,28.8
2023-01-20 22:22:11,26.3,18.9,18.1,29.7,24.2,30.4
2023-01-20 22:53:10,25.1,18.6,18.2,28.2,23.1,28.3
2023-01-20 23:24:23,24.8,18.8,18.3,27.8,22.2,28.2
2023-01-20 23:56:10,25,18.5,17.8,29.6,21.8,30.6
2023-01-21 00:27:09,25,18.1,17.8,27.8,22.7,31.5
2023-01-21 00:58:10,24.3,18.2,17.4,28.2,21.4,29.8
2023-01-21 01:29:22,24.9,17.8,17.4,28.9,20.2,27.5
2023-01-21 02:01:10,24.8,17.8,17,27.8,20,28.2
2023-01-21 02:32:09,23.8,17.7,16.6,27.8,19.7,29.8
2023-01-21 03:03:09,23.7,17.5,15.8,27.7,17.8,28.4
2023-01-21 03:34:10,23.4,17,15.3,27,17,29.3
2023-01-21 04:05:10,23.4,17,14.5,27.7,15.2,30.1
2023-01-21 04:36:09,23.6,16.5,13.8,27.5,14.5,31.1
2023-01-21 05:38:21,22.9,15.3,11.8,26.9,12.9,27.9
2023-01-21 06:41:08,22.9,11.9,9.9,25.2,9.3,28.3
2023-01-21 07:12:08,22.2,10.9,8.8,24.9,8.6,29.3
2023-01-21 07:43:21,22.7,9.6,8,24.8,8.4,28.6
2023-01-21 08:15:09,23.6,9.8,7.3,24.9,8.5,27.5
2023-01-21 08:46:21,23.7,9.6,8.1,25.4,8.1,29.4
2023-01-21 09:18:09,24.2,10.7,99.9,25.9,8.5,27.7
2023-01-21 09:49:07,24.8,11.2,99.9,26,8.4,31.3
2023-01-21 10:20:20,25.6,11.6,99.9,26.2,8.6,30.4
2023-01-21 10:52:08,26.2,12.9,99.9,27,9.4,29.6
2023-01-21 11:23:07,26.8,13.8,99.9,27.5,9.9,29.8
2023-01-21 11:54:07,27.4,14.1,99.9,27.7,16.2,30.1
2023-01-21 12:25:08,27.8,16.1,99.9,28.6,18.1,30.2
2023-01-21 12:56:08,28.5,20.2,99.9,30,20.4,30.4
2023-01-21 13:27:07,29.3,23.4,99.9,28.9,21.2,30.1
2023-01-21 13:58:06,29.6,24.7,99.9,29.4,23.1,29.8
2023-01-21 14:29:07,29.7,25.9,99.9,29.7,24.6,30
2023-01-21 15:00:06,29.8,27,99.9,29.7,25.8,30.7
2023-01-21 15:31:07,29.7,27.5,99.9,29.8,26.2,30.6
2023-01-21 16:02:07,29.7,27,99.9,28.9,26.3,30.4
2023-01-21 16:33:06,28.8,26.8,99.9,27.9,26.4,29.6
2023-01-21 17:04:30,26.9,25.8,99.9,27.8,26,30.7
2023-01-21 17:35:18,26.3,25,99.9,26.8,25,30
2023-01-21 18:07:06,25.6,24.4,99.9,25.4,23.8,27.7
2023-01-21 18:38:05,24.9,23.8,99.9,24.7,24.6,30.6
2023-01-21 19:40:05,25.8,23.7,99.9,27.5,25,30.7
2023-01-21 20:11:05,25.6,23.1,99.9,28.9,23.6,31.4
2023-01-21 20:42:17,26,23.3,99.9,28.8,23.7,30.7
2023-01-21 21:14:04,25.6,23.4,99.9,28.4,23.7,27.8
2023-01-21 21:45:05,25.5,23.6,99.9,28.5,23.3,30.6
2023-01-21 22:16:05,25.9,23.3,99.9,28.6,24.3,29.8
2023-01-21 22:47:13,26,23.1,99.9,28.5,24.6,30.4
2023-01-21 23:18:04,25.5,22.9,99.9,28.2,22.8,29.8
2023-01-21 23:49:04,25.4,22.9,99.9,28.2,24.7,30.4
2023-01-22 00:20:05,25.4,22.8,99.9,28.4,23.8,31.1
2023-01-22 00:51:04,25.4,22.5,99.9,28.6,22.5,30.7
2023-01-22 01:22:04,25.1,22,99.9,28.2,21.2,30.7
2023-01-22 01:53:03,24.8,21.1,99.9,28.1,22.6,31.1
2023-01-22 02:24:16,25.2,20.3,99.9,28.2,21.9,29.7
2023-01-22 02:56:03,24.9,19.5,99.9,28.4,20.8,31.1
2023-01-22 03:27:16,25.1,18.3,99.9,28.4,20.2,27.4
2023-01-22 03:59:03,25.2,17.8,99.9,28.8,20,28.4
2023-01-22 04:30:04,25.2,17,99.9,28.6,19.7,27.5
2023-01-22 05:01:03,25,17,99.9,28.3,18.9,30.4
2023-01-22 05:32:03,25.4,16.6,99.9,28.3,19.6,30.7
2023-01-22 06:03:15,25.2,15.8,99.9,26.4,18,29.6
2023-01-22 06:35:02,25.5,15.3,99.9,26.8,17.9,29.4
2023-01-22 07:06:03,25.4,15,99.9,27,18.1,28.3
2023-01-22 07:37:15,25.6,14.8,99.9,26,18.5,27.5
2023-01-22 08:09:03,25.8,14.5,99.9,26.2,17.7,30.7
2023-01-22 08:40:14,25.9,15,99.9,27.4,16.1,32.2
2023-01-22 09:12:02,26,15.3,99.9,26.9,15.6,30
2023-01-22 09:43:02,26,15,99.9,26.9,16.1,31.1
2023-01-22 10:14:01,25.6,15.6,99.9,27.4,16.1,29.7
2023-01-22 10:45:14,26.9,15.8,99.9,26.8,16.1,31.1
2023-01-22 11:48:14,26.8,15.6,99.9,27.4,17.3,29.4
2023-01-22 12:20:01,26.3,15.6,99.9,27.7,18.6,30.2
2023-01-22 12:51:01,27.5,16.6,99.9,27.9,20.2,30.2
2023-01-22 13:22:01,27.5,17.5,99.9,26.8,20.3,30.2
2023-01-22 13:53:01,27.4,18.7,99.9,26.8,21,30.1
2023-01-22 14:24:01,27.3,19.5,99.9,27,21.1,30.7
2023-01-22 14:55:00,27.8,20,99.9,26.9,21.9,29.8
2023-01-22 15:26:01,27.3,20.8,99.9,26.3,22.4,30.1
2023-01-22 16:28:00,27.2,22.4,99.9,26.8,23.3,30.7
2023-01-22 16:58:59,28.1,21.9,99.9,26.2,24.2,29.8
2023-01-22 17:30:00,26.8,22.6,99.9,26.2,24.4,29.7
2023-01-22 18:01:00,26.2,22.8,99.9,26.2,24.3,30.2
2023-01-22 18:32:12,26.3,23.2,99.9,26.3,24.7,29.4
2023-01-22 19:04:00,26.4,23.4,99.9,27.9,25.5,32.4
2023-01-22 19:35:00,25.9,23.7,99.9,27.7,23.8,28.4
2023-01-22 20:05:59,26.4,22.8,99.9,27.8,23.7,28.4
2023-01-22 20:36:59,26.9,22.9,99.9,27.8,25.4,32.9
2023-01-22 21:08:12,26.2,22.9,99.9,28.2,24.9,29.7
2023-01-22 21:40:11,26.2,22.6,99.9,28.8,23.4,27.7
2023-01-22 22:11:59,25.6,22.8,99.9,27.9,24.8,29.3
2023-01-22 22:42:58,25.8,22.8,99.9,28.2,24.2,30.7
2023-01-22 23:13:59,25.8,22.6,99.9,28.2,23.8,28.5
2023-01-22 23:45:11,26,22.6,99.9,28.5,24.2,32
2023-01-23 00:16:58,26.8,22.1,99.9,27.9,24.6,31.4
2023-01-23 00:48:10,25.6,22.7,99.9,27.9,24.9,31.1
2023-01-23 01:51:10,25.8,21.9,99.9,27.7,24.4,28.3
2023-01-23 02:22:58,26.2,22.6,99.9,28.1,24.6,28.1
2023-01-23 02:54:10,25.6,21.9,99.9,28.5,23.6,30.7
2023-01-23 03:25:57,25.6,22.1,99.9,28.2,24.2,32.5
2023-01-23 03:56:57,25.6,21.8,99.9,28.2,23.8,31.5
2023-01-23 04:27:57,25.2,22.2,99.9,27.5,24.8,30.4
2023-01-23 04:58:57,25.6,21.4,99.9,27.3,24.4,28.2
2023-01-23 05:29:56,24.8,22,99.9,27.5,23.8,27.7
2023-01-23 06:00:57,25.6,21,99.9,25,22,30.9
2023-01-23 06:31:57,25,19.9,99.9,26.4,20.9,28.8
2023-01-23 07:02:57,25.2,19.6,65.8,26.2,22.1,31.3
2023-01-23 07:34:09,25.1,17.9,31.1,26.4,20.2,28.1
2023-01-23 08:05:56,25.2,17.5,15.5,25.9,21,30.6
2023-01-23 08:37:08,25.2,17.1,17.5,26.4,20.6,27.5
2023-01-23 09:08:55,25.8,17.8,99.9,27.7,21.8,32.1
2023-01-23 09:39:56,27.2,18.7,99.9,28.1,20.9,30
2023-01-23 10:10:56,27.9,20.1,99.9,28.9,22.7,30.2
2023-01-23 10:41:56,28.6,21.2,99.9,29.7,23.8,30.4
2023-01-23 11:12:56,29.3,23.4,99.9,30.4,24.6,30.4
2023-01-23 11:44:08,30,26,99.9,30.7,25.6,31.1
2023-01-23 12:15:55,30.7,27.4,99.9,31.1,27.5,31.1
2023-01-23 12:46:55,30.9,28.5,99.9,32.2,30,31.1
2023-01-23 13:17:54,31.1,28.6,99.9,31.1,30.7,30.9
2023-01-23 13:48:55,30.7,28.2,99.9,30.9,30.2,31.4
2023-01-23 14:19:54,30.7,28.5,99.9,30.9,30.6,30.4
2023-01-23 14:51:19,29.7,26.9,99.9,29.7,29.8,30.9
2023-01-23 15:22:18,28.6,26.4,99.9,29.4,29.6,30.4
2023-01-23 15:52:53,28.2,26,99.9,28.5,29.4,30.9
2023-01-23 16:24:18,27.5,25.5,99.9,28.2,28.6,30.4
2023-01-23 16:55:54,27.2,25.1,99.9,27.3,28.4,31.1
2023-01-23 17:26:54,27.5,24.9,99.9,26.8,28.3,30.1
2023-01-23 17:57:53,27.3,23.6,99.9,26.3,28.1,30
2023-01-23 18:28:53,26.9,24.2,99.9,26,27.8,30.7
2023-01-23 19:00:05,26.3,25,99.9,27.9,28.4,29.8
2023-01-23 19:32:05,26,24.6,99.9,28.2,28.3,31.1
2023-01-23 20:03:52,26.2,24.8,99.9,28.1,28.1,30.9
2023-01-23 20:34:53,27.2,24.2,99.9,28.6,28.5,30.7
2023-01-23 21:05:53,26.8,24.7,99.9,28.4,28.1,30.4
2023-01-23 21:37:01,26.2,24.4,99.9,28.5,28.3,29.6
2023-01-23 22:07:52,26.4,23.8,99.9,28.5,28.8,29.3
2023-01-23 22:39:05,26,24.3,99.9,28.6,27.7,30.9
2023-01-23 23:10:52,25.6,24.7,99.9,29.3,28.2,30.7
2023-01-23 23:42:16,25.6,23.8,99.9,28.4,28.2,28.9
2023-01-24 00:12:51,25.9,23.4,99.9,28.4,27.4,30.4
2023-01-24 00:43:51,25.2,23.4,99.9,27.8,28.2,30
2023-01-24 01:14:51,25.4,22.5,99.9,28.5,26.9,32
2023-01-24 01:45:52,25.1,20.8,99.9,28.4,25.1,27
2023-01-24 02:17:04,24.7,18.6,99.9,28.3,23.2,27.5
2023-01-24 02:48:50,24.4,14.1,99.9,27.7,19.7,28.2
2023-01-24 03:19:51,24.2,12.6,23.8,27.4,18.5,31.1
2023-01-24 03:50:51,24.2,11.6,11.3,27.5,15.6,28.9
2023-01-24 04:22:03,23.7,11.3,9.6,29.3,15.8,26.3
2023-01-24 04:53:50,23.6,11.9,8.4,27.9,14.8,28.5
2023-01-24 05:24:50,23.3,11.9,6.7,27.7,11.9,28.3
2023-01-24 05:55:51,22.8,11.9,5.6,26.9,11.6,28.2
2023-01-24 06:26:51,22.6,10.7,4.3,25.1,10.8,27.8
2023-01-24 06:57:51,21.9,9.9,3.4,25.1,9.9,25.9
2023-01-24 07:28:49,22.2,9.1,2.1,24.8,8.5,27.4
2023-01-24 08:00:02,21.9,8.8,1.5,24.7,8,28.1
2023-01-24 08:32:02,22,8.9,1.2,24.7,6.7,28.8
2023-01-24 09:04:02,22.6,8.5,1.9,25.6,7.8,29.3
2023-01-24 09:36:01,23.1,8.5,4.2,25.6,7.5,26.9
2023-01-24 10:07:50,23.8,9.4,97.5,26.2,6.5,30.7
2023-01-24 10:38:50,24.3,7.5,99.9,26,6.5,27.5
2023-01-24 11:09:49,23.7,7.6,99.9,25.9,6.1,27.7
2023-01-24 11:41:02,24.2,7.5,99.9,25.8,5.8,27.3
2023-01-24 12:12:49,24.6,7.8,99.9,25.9,5.7,26.2
2023-01-24 13:46:49,25.2,7.5,99.9,24.3,5.4,24.4
2023-01-24 14:17:49,24.8,6.5,99.9,23.8,5.1,23.6
2023-01-24 14:48:49,24.9,6.5,99.9,24.6,5.2,23.8
2023-01-24 15:20:01,23.8,5.2,99.9,24.2,4.5,23.3
2023-01-24 15:52:00,23.8,4.5,99.9,24.6,4.1,22.6
2023-01-24 16:23:48,23.7,4.3,3.6,23.7,4.2,22.2
2023-01-24 16:55:00,22.4,3.9,0,23.4,3.2,22.4
2023-01-24 17:26:48,22,2.8,0,23.2,1.8,22.2
2023-01-24 17:57:48,21.2,1.8,0,22.4,1.2,21.5
2023-01-24 18:28:48,21.1,1.2,0,21.8,1.7,19.7
2023-01-24 19:30:47,21.1,1.5,0,25,1.2,20.8
2023-01-24 20:01:47,20.7,1.2,0,25.2,1.5,18.1
2023-01-24 20:32:47,20.3,0.8,0,24.9,0.4,18.9
2023-01-24 21:03:47,20.1,0.4,0,25,0,19.4
2023-01-24 21:34:47,19.6,0,0,24.7,0,18.3
2023-01-24 22:05:59,18.7,0,0,23.6,0,16.6
2023-01-24 22:37:59,18.2,0,0,22.9,0,16.1
2023-01-24 23:40:47,17.1,0,0,22.8,0,13.1
2023-01-25 00:42:46,13.8,0,0,20.8,0,12.1
2023-01-25 01:13:46,12.1,0,0,20.4,0,11.6
2023-01-25 01:44:46,10.9,0,0,18.8,0,10.3
2023-01-25 02:15:46,9.6,0,0,17.9,0,9.6
2023-01-25 02:46:46,8.5,0,0,16.5,0,10.1
2023-01-25 03:17:45,7.3,0,0,15.3,0,8.1
2023-01-25 03:48:45,6.3,0,0,13.6,0,7.3
2023-01-25 04:19:45,5.2,0,0,11.4,0,7.2
2023-01-25 04:50:46,4.1,0,0,10.1,0,6.1
2023-01-25 05:21:46,4.2,0,0,8.5,0,5.7
2023-01-25 05:52:58,3.4,0,0,7,0,5.6
2023-01-25 06:24:46,2.5,0,0,4.3,0,4.6
2023-01-25 06:55:46,1.8,0,0,3.9,0,4.1
2023-01-25 07:26:45,1.2,0,0,3.4,0,3.6
2023-01-25 07:57:44,1.1,0,0,1.8,0,3.2
2023-01-25 08:28:45,1.7,0,0,1.1,0,4.1
2023-01-25 08:59:57,2.8,0,0,2.5,0,3.6
2023-01-25 09:31:44,3.4,0,4.8,3.2,0,3.9
2023-01-25 10:02:44,4.1,0,99.9,3.6,0,3.9
2023-01-25 11:37:45,4.8,0,99.9,3.2,0,4.3
2023-01-25 12:08:45,5.1,0,99.9,3.9,0,4.5
2023-01-25 12:39:56,5.2,0,99.9,4.1,0,4.6
2023-01-25 13:11:43,5.6,0,99.9,4.3,0,4.5
2023-01-25 13:42:44,5.6,0,99.9,4.6,0,4.5
2023-01-25 14:13:56,5.7,0,99.9,4.6,0,4.5
2023-01-25 14:45:55,6.1,0,99.9,4.8,0,4.3
2023-01-25 15:17:44,5.8,0,99.9,4.9,0,4.6
2023-01-25 15:48:43,5.8,0,99.9,4.8,0,4.5
2023-01-25 16:19:55,5.8,0,99.9,4.4,0,4.5
2023-01-25 16:51:55,5.2,0,99.9,3.6,0,4.1
2023-01-25 17:23:42,4.4,0,99.9,3,0,4.2
2023-01-25 17:54:43,3.4,0,30.4,3,0,4.1
2023-01-25 18:25:43,2.8,0,0,2.1,0,3.2
2023-01-25 18:56:42,2.5,0,0,2.7,0,3.6
2023-01-25 19:27:54,2.5,0,0,1.7,0,3.6
2023-01-25 19:59:43,2.1,0,0,1.1,0,4.1
2023-01-25 20:30:49,1.8,0,0,0.9,0,4.2
2023-01-25 21:01:41,1.8,0,0,0.4,0,3.6
2023-01-25 21:32:42,1.5,0,0,0.4,0,4.2
2023-01-25 22:03:42,1.2,0,0,0.4,0,4.1
2023-01-25 22:34:41,0.9,0,0,0,0,3.2
2023-01-25 23:05:41,0.8,0,0,0,0,2.8
2023-01-25 23:36:42,0.6,0,0,0,0,3.4
2023-01-26 00:07:54,0.2,0,0,0,0,2.3
2023-01-26 00:39:53,0.2,0,0,0,0,2.7
2023-01-26 01:11:41,0,0,0,0,0,2.8
2023-01-26 01:42:53,0,0,0,0,0,2.3
2023-01-26 02:14:53,0,0,0,0,0,2.5
2023-01-26 02:46:40,0,0,0,0,0,2.7
2023-01-26 03:17:40,0,0,0,0,0,1.9
2023-01-26 03:48:41,0,0,0,0,0,1.8
2023-01-26 04:19:41,0,0,0,0,0,2.1
2023-01-26 04:50:53,0,0,0,0,0,2.7
2023-01-26 05:22:41,0,0,0,0,0,2.1
2023-01-26 05:53:41,0,0,0,0,0,1.7
2023-01-26 06:24:39,0,0,0,0,0,1.5
2023-01-26 06:55:39,0,0,0,0,0,1.2
2023-01-26 07:26:52,0,0,0,0,0,1.1
2023-01-26 07:58:39,0,0,0,0,0,1.1
2023-01-26 08:29:39,0,0,0,0,0,1.2
2023-01-26 09:00:39,0.2,0,0,0,0,1.1
2023-01-26 09:31:40,0.6,0,0,0,0,1.1
2023-01-26 10:02:40,1.9,0,18.6,0,0,1.8
2023-01-26 10:33:39,2.3,0,99.9,0,0,2.1
2023-01-26 11:04:38,2.7,0,99.9,0,0,2.1
2023-01-26 11:35:39,2.7,0,99.9,0,0,2.5
2023-01-26 12:06:39,2.5,0,99.9,0,0,2.1
2023-01-26 12:37:51,2.7,0,99.9,0,0,2.7
2023-01-26 13:09:38,2.7,0,99.9,0,0,2.5
2023-01-26 13:40:39,2.5,0,99.9,0,0,2.8
2023-01-26 14:11:39,2.5,0,99.9,0,0,2.7
2023-01-26 14:42:37,2.5,0,99.9,0,0,2.3
2023-01-26 15:13:37,2.3,0,99.9,0,0,2.8
2023-01-26 15:44:38,2.3,0,99.9,0,0,3
2023-01-26 16:15:38,2.5,0,99.9,0,0,2.8
2023-01-26 16:46:38,2.5,0,99.9,0,0,3
2023-01-26 17:17:50,2.5,0,99.9,0,0,2.5
2023-01-26 17:49:38,2.5,0,99.9,0,0,2.5
2023-01-26 18:20:38,2.3,0,99.9,0,0,3.6
2023-01-26 18:51:36,2.5,0,99.9,0,0,3.2
2023-01-26 19:22:36,2.5,0,99.9,0,0,4.1
2023-01-26 19:53:37,2.5,0,99.9,0,0,4.1
2023-01-26 20:24:37,2.7,0,99.9,0,0,3.2
2023-01-26 20:55:37,2.7,0,99.9,0,0,3.2
2023-01-26 21:26:36,2.7,0,99.9,0,0,3.2
2023-01-26 21:57:36,2.7,0,99.9,0,0,4.2
2023-01-26 22:28:37,2.7,0,99.9,0,0,3.9
2023-01-26 22:59:48,2.8,0,99.9,0,0,4.2
2023-01-26 23:31:35,2.8,0,55.6,0,0,3.6
2023-01-27 00:02:36,2.8,0,22.1,0,0,3.6
2023-01-27 00:33:36,2.5,0,0,0,0,4.1
2023-01-27 01:04:35,2.1,0,0,0,0,4.1
2023-01-27 01:35:35,1.9,0,0,0,0,3.4
2023-01-27 02:06:36,1.7,0,0,0,0,4.2
2023-01-27 02:37:36,1.5,0,0,0,0,3.2
2023-01-27 03:08:34,0.8,0,0,0,0,3.6
2023-01-27 03:39:34,0.8,0,0,0,0,3.6
2023-01-27 04:10:35,0.6,0,0,0,0,3.6
2023-01-27 04:41:47,0.6,0,0,0,0,2.7
2023-01-27 05:13:46,0.4,0,0,0,0,3
2023-01-27 05:45:35,0.4,0,0,0,0,3.2
2023-01-27 06:16:34,0,0,0,0,0,2.3
2023-01-27 06:47:47,0.2,0,0,0,0,2.3
2023-01-27 07:19:35,0.2,0,0,0,0,2.5
2023-01-27 07:50:33,0,0,0,0,0,1.8
2023-01-27 08:21:33,0.2,0,0,0,0,1.8
2023-01-27 08:52:34,0.8,0,0,0,0,2.5
2023-01-27 09:23:46,1.8,0,99.9,0,0,2.8
2023-01-27 09:55:33,2.1,0,99.9,0,0,3.2
2023-01-27 10:26:46,1.5,0,99.9,0,0,2.3
2023-01-27 10:58:34,2.1,0,99.9,0,0,2.7
2023-01-27 11:29:33,2.5,0,99.9,0.2,0,3
2023-01-27 12:00:32,2.7,0,99.9,0.2,0,3
2023-01-27 12:31:33,2.8,0,99.9,0.6,0,3
2023-01-27 13:02:33,3.2,0,99.9,1.2,0,3.4
2023-01-27 13:33:33,3.6,0,99.9,1.5,0,3.4
2023-01-27 14:04:32,3.9,0,99.9,1.8,0,3.4
2023-01-27 14:35:32,3.9,0,99.9,1.8,0,3.6
2023-01-27 15:06:32,3.6,0,99.9,1.2,0,3.6
2023-01-27 15:37:32,3.6,0,99.9,1.2,0,3.4
2023-01-27 16:08:32,3.6,0,99.9,0.9,0,3.4
2023-01-27 16:39:39,2.7,0,99.9,0,0,3
2023-01-27 17:10:31,1.8,0,99.9,0,0,2.7
2023-01-27 17:41:31,0.9,0,99.9,0,0,2.7
2023-01-27 18:12:32,0.4,0,99.9,0,0,1.9
2023-01-27 18:43:32,0,0,0,0,0,2.8
2023-01-27 19:14:31,0,0,0,0,0,1.8
2023-01-27 19:45:30,0,0,0,0,0,2.3
2023-01-27 20:16:30,0,0,0,0,0,1.8
2023-01-27 20:47:30,0,0,0,0,0,2.5
2023-01-27 21:18:31,0,0,0,0,0,2.1
2023-01-27 21:49:31,0,0,0,0,0,1.8
2023-01-27 22:20:30,0,0,0,0,0,1.7
2023-01-27 22:51:30,0,0,0,0,0,1.5
2023-01-27 23:22:30,0,0,0,0,0,2.1
2023-01-27 23:53:30,0,0,0,0,0,0.9
2023-01-28 00:24:30,0,0,0,0,0,0.6
2023-01-28 00:55:42,0,0,0,0,0,0.2
2023-01-28 01:27:29,0,0,0,0,0,0.4
2023-01-28 01:58:30,0,0,0,0,0,0
2023-01-28 02:29:30,0,0,0,0,0,0
2023-01-28 03:00:42,0,0,0,0,0,0
2023-01-28 03:32:30,0,0,0,0,0,0
2023-01-28 04:03:30,0,0,0,0,0,0
2023-01-28 04:34:29,0,0,0,0,0,0
2023-01-28 05:05:29,0,0,0,0,0,0
2023-01-28 05:36:41,0,0,0,0,0,0
2023-01-28 06:08:41,0,0,0,0,0,0
2023-01-28 06:40:29,0,0,0,0,0,0
2023-01-28 07:11:28,0,0,0,0,0,0
2023-01-28 07:42:28,0,0,0,0,0,0
2023-01-28 08:13:29,0,0,0,0,0,0
2023-01-28 08:44:29,0,0,0,0,0,0
2023-01-28 09:15:28,0,0,75.2,0,0,0
2023-01-28 09:46:28,0,0,99.9,0,0,0
2023-01-28 10:17:28,0,0,99.9,0,0,0
2023-01-28 10:48:28,0,0,99.9,0,0,0
2023-01-28 11:19:40,0,0,99.9,0,0,0
2023-01-28 11:51:28,0,0,99.9,0,0,0
2023-01-28 12:22:28,0,0,99.9,0,0,0
2023-01-28 12:53:27,0,0,99.9,0,0,0
2023-01-28 13:24:27,0,0,99.9,0,0,0
2023-01-28 13:55:27,0.6,0,99.9,0,0,0
2023-01-28 14:26:27,0.4,0,99.9,0,0,0
2023-01-28 14:57:27,0,0,99.9,0,0,0
2023-01-28 15:28:26,0,0,99.9,0,0,0
2023-01-28 15:59:38,0,0,99.9,0,0,0
2023-01-28 16:31:27,0,0,99.9,0,0,0
2023-01-28 17:02:26,0,0,99.9,0,0,0
2023-01-28 17:33:26,0,0,99.9,0,0,0
2023-01-28 18:04:26,0,0,99.9,0,0,0
2023-01-28 18:35:26,0,0,99.9,0,0,0
2023-01-28 19:06:25,0,0,99.9,0,0,0
2023-01-28 19:37:25,0,0,32,0,0,0
2023-01-28 20:08:38,0,0,0,0,0,0
